timestamp,open,high,low,close,volume
2023-08-01 09:15:00,19750.5,19760.2,19745.1,19755.8,100000
2023-08-01 09:16:00,19755.8,19765.5,19752.3,19762.1,120000
2023-08-01 09:17:00,19762.1,19770.0,19760.5,19768.4,130000
2023-08-01 09:18:00,19768.4,19775.3,19765.9,19772.0,110000
2023-08-01 09:19:00,19772.0,19778.1,19770.2,19775.5,140000
2023-08-01 09:20:00,19775.5,19780.0,19773.4,19778.9,150000
2023-08-01 09:21:00,19778.9,19785.6,19777.8,19782.3,160000
2023-08-01 09:22:00,19782.3,19788.2,19780.1,19785.7,170000
2023-08-01 09:23:00,19785.7,19790.9,19783.5,19789.0,180000
2023-08-01 09:24:00,19789.0,19795.4,19788.7,19793.2,190000
2023-08-01 09:25:00,19793.2,19800.0,19791.0,19798.5,200000
2023-08-01 09:26:00,19798.5,19805.2,19796.8,19802.1,210000
2023-08-01 09:27:00,19802.1,19810.7,19800.5,19808.3,220000
2023-08-01 09:28:00,19808.3,19815.0,19805.9,19812.6,230000
2023-08-01 09:29:00,19812.6,19818.4,19810.2,19815.9,240000
2023-08-01 09:30:00,19815.9,19822.1,19814.3,19819.7,250000
2023-08-01 09:31:00,19819.7,19825.0,19818.5,19822.4,260000
2023-08-01 09:32:00,19822.4,19828.6,19820.7,19825.8,270000
2023-08-01 09:33:00,19825.8,19830.2,19823.9,19828.1,280000
2023-08-01 09:34:00,19828.1,19835.5,19826.3,19832.0,290000
2023-08-01 09:35:00,19832.0,19838.7,19830.1,19836.4,300000
2023-08-01 09:36:00,19836.4,19842.3,19835.0,19840.1,310000
2023-08-01 09:37:00,19840.1,19845.8,19838.2,19843.5,320000
2023-08-01 09:38:00,19843.5,19850.0,19841.9,19848.2,330000
2023-08-01 09:39:00,19848.2,19855.1,19846.3,19852.7,340000
2023-08-01 09:40:00,19852.7,19860.0,19850.5,19857.9,350000
2023-08-01 09:41:00,19857.9,19863.4,19855.2,19861.0,360000
2023-08-01 09:42:00,19861.0,19868.2,19859.1,19865.3,370000
2023-08-01 09:43:00,19865.3,19872.5,19863.0,19870.1,380000
2023-08-01 09:44:00,19870.1,19878.0,19868.4,19875.6,390000
2023-08-01 09:45:00,19875.6,19882.3,19873.9,19880.2,400000
2023-08-01 09:46:00,19880.2,19885.9,19878.1,19883.7,410000
2023-08-01 09:47:00,19883.7,19890.0,19881.5,19888.4,420000
2023-08-01 09:48:00,19888.4,19895.2,19886.3,19892.0,430000
2023-08-01 09:49:00,19892.0,19898.7,19890.1,19896.5,440000
2023-08-01 09:50:00,19896.5,19902.1,19894.8,19900.3,450000
2023-08-01 09:51:00,19900.3,19908.0,19898.6,19905.7,460000
2023-08-01 09:52:00,19905.7,19912.4,19903.2,19910.1,470000
2023-08-01 09:53:00,19910.1,19915.9,19908.3,19913.6,480000
2023-08-01 09:54:00,19913.6,19920.0,19911.5,19918.2,490000
2023-08-01 09:55:00,19918.2,19925.3,19916.4,19923.0,500000
2023-08-01 09:56:00,19923.0,19930.1,19921.2,19928.5,510000
2023-08-01 09:57:00,19928.5,19935.6,19926.3,19933.4,520000
2023-08-01 09:58:00,19933.4,19940.0,19931.9,19938.7,530000
2023-08-01 09:59:00,19938.7,19945.8,19936.5,19943.2,540000
2023-08-01 10:00:00,19943.2,19950.0,19941.0,19948.5,550000
2023-08-01 10:01:00,19948.5,19955.2,19946.8,19952.1,560000
2023-08-01 10:02:00,19952.1,19960.7,19950.5,19958.3,570000
2023-08-01 10:03:00,19958.3,19965.0,19955.9,19962.6,580000
2023-08-01 10:04:00,19962.6,19968.4,19960.2,19965.9,590000
2023-08-01 10:05:00,19965.9,19972.1,19964.3,19969.7,600000
2023-08-01 10:06:00,19969.7,19975.0,19968.5,19972.4,610000
2023-08-01 10:07:00,19972.4,19978.6,19970.7,19975.8,620000
2023-08-01 10:08:00,19975.8,19980.2,19973.9,19978.1,630000
2023-08-01 10:09:00,19978.1,19985.5,19976.3,19982.0,640000
2023-08-01 10:10:00,19982.0,19988.7,19980.1,19986.4,650000
2023-08-01 10:11:00,19986.4,19992.3,19985.0,19990.1,660000
2023-08-01 10:12:00,19990.1,19995.8,19988.2,19993.5,670000
2023-08-01 10:13:00,19993.5,20000.0,19991.9,19998.2,680000
2023-08-01 10:14:00,19998.2,20005.1,19996.3,20002.7,690000
2023-08-01 10:15:00,20002.7,20010.0,20000.5,20007.9,700000
2023-08-01 10:16:00,20007.9,20013.4,20005.2,20011.0,710000
2023-08-01 10:17:00,20011.0,20018.2,20009.1,20015.3,720000
2023-08-01 10:18:00,20015.3,20022.5,20013.0,20020.1,730000
2023-08-01 10:19:00,20020.1,20028.0,20018.4,20025.6,740000
2023-08-01 10:20:00,20025.6,20032.3,20023.9,20030.2,750000
2023-08-01 10:21:00,20030.2,20035.9,20028.1,20033.7,760000
2023-08-01 10:22:00,20033.7,20040.0,20031.5,20038.4,770000
2023-08-01 10:23:00,20038.4,20045.2,20036.3,20042.0,780000
2023-08-01 10:24:00,20042.0,20048.7,20040.1,20046.5,790000
2023-08-01 10:25:00,20046.5,20052.1,20044.8,20050.3,800000
2023-08-01 10:26:00,20050.3,20058.0,20048.6,20055.7,810000
2023-08-01 10:27:00,20055.7,20062.4,20053.2,20060.1,820000
2023-08-01 10:28:00,20060.1,20065.9,20058.3,20063.6,830000
2023-08-01 10:29:00,20063.6,20070.0,20061.5,20068.2,840000
2023-08-01 10:30:00,20068.2,20075.3,20066.4,20073.0,850000
2023-08-01 10:31:00,20073.0,20080.1,20071.2,20078.5,860000
2023-08-01 10:32:00,20078.5,20085.6,20076.3,20083.4,870000
2023-08-01 10:33:00,20083.4,20090.0,20081.9,20088.7,880000
2023-08-01 10:34:00,20088.7,20095.8,20086.5,20093.2,890000
2023-08-01 10:35:00,20093.2,20100.0,20091.0,20098.5,900000
2023-08-01 10:36:00,20098.5,20095.2,20086.8,20092.1,910000
2023-08-01 10:37:00,20092.1,20090.7,20080.5,20085.3,920000
2023-08-01 10:38:00,20085.3,20088.0,20078.9,20082.6,930000
2023-08-01 10:39:00,20082.6,20080.4,20070.2,20075.9,940000
2023-08-01 10:40:00,20075.9,20072.1,20064.3,20069.7,950000
2023-08-01 10:41:00,20069.7,20075.0,20068.5,20072.4,960000
2023-08-01 10:42:00,20072.4,20078.6,20070.7,20075.8,970000
2023-08-01 10:43:00,20075.8,20080.2,20073.9,20078.1,980000
2023-08-01 10:44:00,20078.1,20085.5,20076.3,20082.0,990000
2023-08-01 10:45:00,20082.0,20088.7,20080.1,20086.4,1000000
2023-08-01 10:46:00,20086.4,20092.3,20085.0,20090.1,1010000
2023-08-01 10:47:00,20090.1,20095.8,20088.2,20093.5,1020000
2023-08-01 10:48:00,20093.5,20100.0,20091.9,20098.2,1030000
2023-08-01 10:49:00,20098.2,20105.1,20096.3,20102.7,1040000
2023-08-01 10:50:00,20102.7,20110.0,20100.5,20107.9,1050000
2023-08-01 10:51:00,20107.9,20113.4,20105.2,20111.0,1060000
2023-08-01 10:52:00,20111.0,20118.2,20109.1,20115.3,1070000
2023-08-01 10:53:00,20115.3,20122.5,20113.0,20120.1,1080000
2023-08-01 10:54:00,20120.1,20128.0,20118.4,20125.6,1090000
2023-08-01 10:55:00,20125.6,20132.3,20123.9,20130.2,1100000
2023-08-01 10:56:00,20130.2,20135.9,20128.1,20133.7,1110000
2023-08-01 10:57:00,20133.7,20140.0,20131.5,20138.4,1120000
2023-08-01 10:58:00,20138.4,20145.2,20136.3,20142.0,1130000
2023-08-01 10:59:00,20142.0,20148.7,20140.1,20146.5,1140000
2023-08-01 11:00:00,20146.5,20152.1,20144.8,20150.3,1150000
2023-08-01 11:01:00,20150.3,20158.0,20148.6,20155.7,1160000
2023-08-01 11:02:00,20155.7,20162.4,20153.2,20160.1,1170000
2023-08-01 11:03:00,20160.1,20165.9,20158.3,20163.6,1180000
2023-08-01 11:04:00,20163.6,20170.0,20161.5,20168.2,1190000
2023-08-01 11:05:00,20168.2,20175.3,20166.4,20173.0,1200000
2023-08-01 11:06:00,20173.0,20180.1,20171.2,20178.5,1210000
2023-08-01 11:07:00,20178.5,20185.6,20176.3,20183.4,1220000
2023-08-01 11:08:00,20183.4,20190.0,20181.9,20188.7,1230000
2023-08-01 11:09:00,20188.7,20195.8,20186.5,20193.2,1240000
2023-08-01 11:10:00,20193.2,20200.0,20191.0,20198.5,1250000
2023-08-01 11:11:00,20198.5,20195.2,20186.8,20192.1,1260000
2023-08-01 11:12:00,20192.1,20190.7,20180.5,20185.3,1270000
2023-08-01 11:13:00,20185.3,20188.0,20178.9,20182.6,1280000
2023-08-01 11:14:00,20182.6,20180.4,20170.2,20175.9,1290000
2023-08-01 11:15:00,20175.9,20172.1,20164.3,20169.7,1300000
2023-08-01 11:16:00,20169.7,20175.0,20168.5,20172.4,1310000
2023-08-01 11:17:00,20172.4,20178.6,20170.7,20175.8,1320000
2023-08-01 11:18:00,20175.8,20180.2,20173.9,20178.1,1330000
2023-08-01 11:19:00,20178.1,20185.5,20176.3,20182.0,1340000
2023-08-01 11:20:00,20182.0,20188.7,20180.1,20186.4,1350000
2023-08-01 11:21:00,20186.4,20192.3,20185.0,20190.1,1360000
